"soimoistdept_l"|"soimoistdept_r"|"soimoistdept_h"|"soimoistdepb_l"|"soimoistdepb_r"|"soimoistdepb_h"|"soimoiststat"|"comonthkey"|"cosoilmoistkey"
0|0|0|183|183|183|"Wet"|253411238|160441588
0|0|0|183|183|183|"Wet"|253411230|160441584
0|0|0|183|183|183|"Wet"|253411231|160441585
0|0|0|183|183|183|"Wet"|253411236|160441587
0|0|0|183|183|183|"Wet"|253411229|160441583
0|0|0|183|183|183|"Wet"|253411239|160441589
0|0|0|183|183|183|"Wet"|253411233|160441586
137|168|183|183|183|183|"Moist"|253411247|160441596
0|0|0|122|153|183|"Moist"|253411247|160441597
122|153|183|137|168|183|"Wet"|253411247|160441598
137|168|183|183|183|183|"Moist"|253411241|160441590
0|0|0|122|153|183|"Moist"|253411241|160441591
122|153|183|137|168|183|"Wet"|253411241|160441592
0|0|0|122|153|183|"Moist"|253411245|160441593
137|168|183|183|183|183|"Moist"|253411245|160441595
122|153|183|137|168|183|"Wet"|253411245|160441594
0|0|0|122|153|183|"Moist"|253411251|160441599
137|168|183|183|183|183|"Moist"|253411251|160441601
122|153|183|137|168|183|"Wet"|253411251|160441600
0|0|0|100|122|130|"Moist"|253415093|160445074
100|122|130|203|203|203|"Wet"|253415093|160445075
0|0|0|100|122|130|"Moist"|253415094|160445076
100|122|130|203|203|203|"Wet"|253415094|160445077
0|0|0|100|122|130|"Moist"|253415095|160445079
100|122|130|203|203|203|"Wet"|253415095|160445078
0|0|0|100|122|130|"Moist"|253415104|160445096
100|122|130|203|203|203|"Moist"|253415104|160445097
0|0|0|100|122|130|"Moist"|253415103|160445095
100|122|130|203|203|203|"Moist"|253415103|160445094
100|122|130|203|203|203|"Moist"|253415101|160445090
0|0|0|100|122|130|"Moist"|253415101|160445091
0|0|0|100|122|130|"Moist"|253415102|160445092
100|122|130|203|203|203|"Moist"|253415102|160445093
0|0|0|100|122|130|"Moist"|253415100|160445088
100|122|130|203|203|203|"Moist"|253415100|160445089
0|0|0|100|122|130|"Moist"|253415099|160445086
100|122|130|203|203|203|"Moist"|253415099|160445087
100|122|130|203|203|203|"Moist"|253415098|160445084
0|0|0|100|122|130|"Moist"|253415098|160445085
0|0|0|100|122|130|"Moist"|253415096|160445080
100|122|130|203|203|203|"Moist"|253415096|160445081
0|0|0|100|122|130|"Moist"|253415097|160445082
100|122|130|203|203|203|"Moist"|253415097|160445083
0|0|0|56|76|147|"Moist"|253412635|160443136
56|76|147|183|203|203|"Wet"|253412635|160443135
0|0|0|56|76|147|"Moist"|253412634|160443134
56|76|147|183|203|203|"Wet"|253412634|160443133
0|0|0|56|76|147|"Moist"|253412643|160443152
56|76|147|183|203|203|"Wet"|253412643|160443151
0|0|0|56|76|147|"Moist"|253412640|160443146
56|76|147|183|203|203|"Wet"|253412640|160443145
0|0|0|56|76|147|"Moist"|253412641|160443148
56|76|147|183|203|203|"Wet"|253412641|160443147
0|0|0|56|76|147|"Moist"|253412636|160443137
56|76|147|183|203|203|"Wet"|253412636|160443138
0|0|0|56|76|147|"Moist"|253412644|160443154
56|76|147|183|203|203|"Wet"|253412644|160443153
0|0|0|56|76|147|"Moist"|253412638|160443142
56|76|147|183|203|203|"Wet"|253412638|160443141
0|0|0|56|76|147|"Moist"|253412639|160443144
56|76|147|183|203|203|"Wet"|253412639|160443143
0|0|0|56|76|147|"Moist"|253412637|160443140
56|76|147|183|203|203|"Wet"|253412637|160443139
0|0|0|56|76|147|"Moist"|253412633|160443132
56|76|147|183|203|203|"Wet"|253412633|160443131
0|0|0|56|76|147|"Moist"|253412642|160443150
56|76|147|183|203|203|"Wet"|253412642|160443149
0|0|0|0|15|30|"Moist"|253412646|160443155
0|15|30|183|183|183|"Wet"|253412646|160443156
0|0|0|8|25|41|"Moist"|253412661|160443157
8|25|41|203|203|203|"Moist"|253412661|160443158
0|0|0|183|183|183|"Wet"|253414332|160444516
0|0|0|183|183|183|"Wet"|253414327|160444511
0|0|0|183|183|183|"Wet"|253414329|160444513
0|0|0|183|183|183|"Wet"|253414334|160444518
0|0|0|183|183|183|"Wet"|253414325|160444509
0|0|0|183|183|183|"Wet"|253414333|160444517
0|0|0|183|183|183|"Wet"|253414335|160444519
0|0|0|183|183|183|"Wet"|253414331|160444515
0|0|0|183|183|183|"Wet"|253414326|160444510
0|0|0|183|183|183|"Wet"|253414328|160444512
0|0|0|183|183|183|"Wet"|253414330|160444514
0|0|0|183|183|183|"Wet"|253414336|160444520
102|124|152|203|203|203|"Moist"|253414345|160444545
0|0|0|15|25|30|"Moist"|253414345|160444547
15|25|30|102|124|152|"Wet"|253414345|160444546
102|124|152|203|203|203|"Moist"|253414344|160444542
0|0|0|15|25|30|"Moist"|253414344|160444544
15|25|30|102|124|152|"Wet"|253414344|160444543
102|124|152|203|203|203|"Moist"|253414337|160444521
0|0|0|15|25|30|"Moist"|253414337|160444523
15|25|30|102|124|152|"Wet"|253414337|160444522
102|124|152|203|203|203|"Moist"|253414341|160444533
0|0|0|15|25|30|"Moist"|253414341|160444534
15|25|30|102|124|152|"Wet"|253414341|160444535
102|124|152|203|203|203|"Moist"|253414340|160444530
0|0|0|15|25|30|"Moist"|253414340|160444532
15|25|30|102|124|152|"Wet"|253414340|160444531
0|0|0|15|25|30|"Moist"|253414346|160444550
102|124|152|203|203|203|"Moist"|253414346|160444548
15|25|30|102|124|152|"Wet"|253414346|160444549
102|124|152|203|203|203|"Moist"|253414339|160444527
0|0|0|15|25|30|"Moist"|253414339|160444529
15|25|30|102|124|152|"Wet"|253414339|160444528
0|0|0|15|25|30|"Moist"|253414348|160444554
102|124|152|203|203|203|"Moist"|253414348|160444555
15|25|30|102|124|152|"Moist"|253414348|160444556
0|0|0|15|25|30|"Moist"|253414347|160444551
102|124|152|203|203|203|"Moist"|253414347|160444552
15|25|30|102|124|152|"Moist"|253414347|160444553
0|0|0|15|25|30|"Moist"|253414342|160444536
102|124|152|203|203|203|"Moist"|253414342|160444537
15|25|30|102|124|152|"Moist"|253414342|160444538
0|0|0|15|25|30|"Moist"|253414338|160444524
102|124|152|203|203|203|"Moist"|253414338|160444525
15|25|30|102|124|152|"Moist"|253414338|160444526
0|0|0|15|25|30|"Moist"|253414343|160444541
15|25|30|102|124|152|"Moist"|253414343|160444540
102|124|152|203|203|203|"Moist"|253414343|160444539
13|30|34|63|102|140|"Moist"|253413792|160444100
63|102|140|90|130|152|"Moist"|253413792|160444101
90|130|152|130|145|152|"Moist"|253413792|160444102
130|145|152|203|203|203|"Moist"|253413792|160444103
0|0|0|7|18|20|"Moist"|253413792|160444104
7|18|20|13|30|34|"Moist"|253413792|160444105
130|145|152|203|203|203|"Moist"|253413791|160444099
90|130|152|130|145|152|"Moist"|253413791|160444098
63|102|140|90|130|152|"Moist"|253413791|160444097
13|30|34|63|102|140|"Moist"|253413791|160444096
7|18|20|13|30|34|"Moist"|253413791|160444095
0|0|0|7|18|20|"Moist"|253413791|160444094
13|30|34|63|102|140|"Moist"|253413793|160444106
63|102|140|90|130|152|"Moist"|253413793|160444107
90|130|152|130|145|152|"Moist"|253413793|160444108
130|145|152|203|203|203|"Moist"|253413793|160444109
0|0|0|7|18|20|"Moist"|253413793|160444110
7|18|20|13|30|34|"Moist"|253413793|160444111
13|30|34|63|102|140|"Moist"|253413785|160444058
63|102|140|90|130|152|"Moist"|253413785|160444059
90|130|152|130|145|152|"Moist"|253413785|160444060
130|145|152|203|203|203|"Moist"|253413785|160444061
7|18|20|13|30|34|"Moist"|253413785|160444062
0|0|0|7|18|20|"Moist"|253413785|160444063
13|30|34|63|102|140|"Moist"|253413788|160444076
63|102|140|90|130|152|"Moist"|253413788|160444077
90|130|152|130|145|152|"Moist"|253413788|160444078
130|145|152|203|203|203|"Moist"|253413788|160444079
0|0|0|7|18|20|"Moist"|253413788|160444080
7|18|20|13|30|34|"Moist"|253413788|160444081
13|30|34|63|102|140|"Moist"|253413789|160444082
63|102|140|90|130|152|"Moist"|253413789|160444083
90|130|152|130|145|152|"Moist"|253413789|160444084
130|145|152|203|203|203|"Moist"|253413789|160444085
0|0|0|7|18|20|"Moist"|253413789|160444086
7|18|20|13|30|34|"Moist"|253413789|160444087
13|30|34|63|102|140|"Moist"|253413790|160444088
63|102|140|90|130|152|"Moist"|253413790|160444089
90|130|152|130|145|152|"Moist"|253413790|160444090
130|145|152|203|203|203|"Moist"|253413790|160444091
0|0|0|7|18|20|"Moist"|253413790|160444092
7|18|20|13|30|34|"Moist"|253413790|160444093
13|30|34|63|102|140|"Moist"|253413786|160444064
63|102|140|90|130|152|"Moist"|253413786|160444065
90|130|152|130|145|152|"Moist"|253413786|160444066
130|145|152|203|203|203|"Moist"|253413786|160444067
0|0|0|7|18|20|"Moist"|253413786|160444068
7|18|20|13|30|34|"Moist"|253413786|160444069
13|30|34|63|102|140|"Moist"|253413796|160444124
63|102|140|90|130|152|"Moist"|253413796|160444125
90|130|152|130|145|152|"Moist"|253413796|160444126
130|145|152|203|203|203|"Moist"|253413796|160444127
0|0|0|7|18|20|"Moist"|253413796|160444128
7|18|20|13|30|34|"Moist"|253413796|160444129
7|18|20|13|30|34|"Moist"|253413795|160444123
0|0|0|7|18|20|"Moist"|253413795|160444122
130|145|152|203|203|203|"Moist"|253413795|160444121
90|130|152|130|145|152|"Moist"|253413795|160444120
63|102|140|90|130|152|"Moist"|253413795|160444119
13|30|34|63|102|140|"Moist"|253413795|160444118
13|30|34|63|102|140|"Moist"|253413794|160444112
63|102|140|90|130|152|"Moist"|253413794|160444113
90|130|152|130|145|152|"Moist"|253413794|160444114
130|145|152|203|203|203|"Moist"|253413794|160444115
0|0|0|7|18|20|"Moist"|253413794|160444116
7|18|20|13|30|34|"Moist"|253413794|160444117
7|18|20|13|30|34|"Moist"|253413787|160444075
0|0|0|7|18|20|"Moist"|253413787|160444074
130|145|152|203|203|203|"Moist"|253413787|160444073
90|130|152|130|145|152|"Moist"|253413787|160444072
63|102|140|90|130|152|"Moist"|253413787|160444071
13|30|34|63|102|140|"Moist"|253413787|160444070
76|91|122|183|183|183|"Moist"|253410065|160441120
0|0|0|46|69|91|"Moist"|253410065|160441121
46|69|91|76|91|122|"Wet"|253410065|160441122
0|0|0|46|69|91|"Moist"|253410073|160441136
76|91|122|183|183|183|"Moist"|253410073|160441135
46|69|91|76|91|122|"Wet"|253410073|160441137
76|91|122|183|183|183|"Moist"|253410067|160441123
0|0|0|46|69|91|"Moist"|253410067|160441124
46|69|91|76|91|122|"Wet"|253410067|160441125
76|91|122|183|183|183|"Moist"|253410069|160441129
0|0|0|46|69|91|"Moist"|253410069|160441130
46|69|91|76|91|122|"Wet"|253410069|160441131
76|91|122|183|183|183|"Moist"|253410068|160441126
0|0|0|46|69|91|"Moist"|253410068|160441127
46|69|91|76|91|122|"Wet"|253410068|160441128
76|91|122|183|183|183|"Moist"|253410072|160441132
0|0|0|46|69|91|"Moist"|253410072|160441133
46|69|91|76|91|122|"Wet"|253410072|160441134
76|91|122|183|183|183|"Moist"|253410074|160441138
0|0|0|46|69|91|"Moist"|253410074|160441139
46|69|91|76|91|122|"Wet"|253410074|160441140
90|91|99|203|203|203|"Moist"|253414243|160444386
0|0|0|46|56|91|"Moist"|253414243|160444387
46|56|91|90|91|99|"Wet"|253414243|160444388
90|91|99|203|203|203|"Moist"|253414250|160444407
0|0|0|46|56|91|"Moist"|253414250|160444408
46|56|91|90|91|99|"Wet"|253414250|160444409
0|0|0|46|56|91|"Moist"|253414244|160444390
90|91|99|203|203|203|"Moist"|253414244|160444389
46|56|91|90|91|99|"Wet"|253414244|160444391
0|0|0|46|56|91|"Moist"|253414245|160444392
90|91|99|203|203|203|"Moist"|253414245|160444394
46|56|91|90|91|99|"Wet"|253414245|160444393
90|91|99|203|203|203|"Moist"|253414241|160444380
0|0|0|46|56|91|"Moist"|253414241|160444381
46|56|91|90|91|99|"Wet"|253414241|160444382
90|91|99|203|203|203|"Moist"|253414248|160444401
0|0|0|46|56|91|"Moist"|253414248|160444402
46|56|91|90|91|99|"Wet"|253414248|160444403
90|91|99|203|203|203|"Moist"|253414249|160444404
0|0|0|46|56|91|"Moist"|253414249|160444405
46|56|91|90|91|99|"Wet"|253414249|160444406
90|91|99|203|203|203|"Moist"|253414251|160444410
0|0|0|46|56|91|"Moist"|253414251|160444411
46|56|91|90|91|99|"Wet"|253414251|160444412
90|91|99|203|203|203|"Moist"|253414252|160444413
0|0|0|46|56|91|"Moist"|253414252|160444414
46|56|91|90|91|99|"Wet"|253414252|160444415
90|91|99|203|203|203|"Moist"|253414242|160444383
0|0|0|46|56|91|"Moist"|253414242|160444384
46|56|91|90|91|99|"Wet"|253414242|160444385
90|91|99|203|203|203|"Moist"|253414246|160444395
0|0|0|46|56|91|"Moist"|253414246|160444396
46|56|91|90|91|99|"Wet"|253414246|160444397
90|91|99|203|203|203|"Moist"|253414247|160444398
0|0|0|46|56|91|"Moist"|253414247|160444399
46|56|91|90|91|99|"Wet"|253414247|160444400
0|0|0|91|114|137|"Moist"|253414419|160444568
107|122|152|183|183|183|"Moist"|253414419|160444567
91|114|137|107|122|152|"Wet"|253414419|160444566
107|122|152|183|183|183|"Moist"|253414414|160444560
0|0|0|91|114|137|"Moist"|253414414|160444561
91|114|137|107|122|152|"Wet"|253414414|160444562
107|122|152|183|183|183|"Moist"|253414420|160444569
0|0|0|91|114|137|"Moist"|253414420|160444570
91|114|137|107|122|152|"Wet"|253414420|160444571
107|122|152|183|183|183|"Moist"|253414415|160444563
0|0|0|91|114|137|"Moist"|253414415|160444564
91|114|137|107|122|152|"Wet"|253414415|160444565
107|122|152|183|183|183|"Moist"|253414410|160444557
0|0|0|91|114|137|"Moist"|253414410|160444558
91|114|137|107|122|152|"Wet"|253414410|160444559
5|9|25|20|25|42|"Moist"|253414429|160444612
89|117|165|203|203|203|"Moist"|253414429|160444613
20|25|42|53|53|87|"Moist"|253414429|160444614
0|0|0|5|9|25|"Moist"|253414429|160444615
53|53|87|89|117|165|"Wet"|253414429|160444616
53|53|87|89|117|165|"Moist"|253414428|160444607
5|9|25|20|25|42|"Moist"|253414428|160444608
20|25|42|53|53|87|"Moist"|253414428|160444609
0|0|0|5|9|25|"Moist"|253414428|160444610
89|117|165|203|203|203|"Moist"|253414428|160444611
0|0|0|5|9|25|"Moist"|253414430|160444620
20|25|42|53|53|87|"Moist"|253414430|160444619
89|117|165|203|203|203|"Moist"|253414430|160444618
5|9|25|20|25|42|"Moist"|253414430|160444617
53|53|87|89|117|165|"Wet"|253414430|160444621
0|0|0|5|9|25|"Moist"|253414425|160444595
20|25|42|53|53|87|"Moist"|253414425|160444594
5|9|25|20|25|42|"Moist"|253414425|160444593
89|117|165|203|203|203|"Moist"|253414425|160444592
53|53|87|89|117|165|"Wet"|253414425|160444596
0|0|0|5|9|25|"Moist"|253414421|160444572
5|9|25|20|25|42|"Moist"|253414421|160444573
89|117|165|203|203|203|"Moist"|253414421|160444575
20|25|42|53|53|87|"Moist"|253414421|160444576
53|53|87|89|117|165|"Wet"|253414421|160444574
89|117|165|203|203|203|"Moist"|253414431|160444622
5|9|25|20|25|42|"Moist"|253414431|160444623
20|25|42|53|53|87|"Moist"|253414431|160444624
0|0|0|5|9|25|"Moist"|253414431|160444625
53|53|87|89|117|165|"Moist"|253414431|160444626
53|53|87|89|117|165|"Moist"|253414424|160444587
5|9|25|20|25|42|"Moist"|253414424|160444588
89|117|165|203|203|203|"Moist"|253414424|160444589
20|25|42|53|53|87|"Moist"|253414424|160444590
0|0|0|5|9|25|"Moist"|253414424|160444591
53|53|87|89|117|165|"Moist"|253414423|160444582
5|9|25|20|25|42|"Moist"|253414423|160444583
89|117|165|203|203|203|"Moist"|253414423|160444584
20|25|42|53|53|87|"Moist"|253414423|160444585
0|0|0|5|9|25|"Moist"|253414423|160444586
53|53|87|89|117|165|"Moist"|253414432|160444627
5|9|25|20|25|42|"Moist"|253414432|160444628
20|25|42|53|53|87|"Moist"|253414432|160444629
89|117|165|203|203|203|"Moist"|253414432|160444630
0|0|0|5|9|25|"Moist"|253414432|160444631
20|25|42|53|53|87|"Moist"|253414426|160444597
0|0|0|5|9|25|"Moist"|253414426|160444598
5|9|25|20|25|42|"Moist"|253414426|160444600
89|117|165|203|203|203|"Moist"|253414426|160444601
53|53|87|89|117|165|"Wet"|253414426|160444599
5|9|25|20|25|42|"Moist"|253414427|160444602
89|117|165|203|203|203|"Moist"|253414427|160444604
20|25|42|53|53|87|"Moist"|253414427|160444605
0|0|0|5|9|25|"Moist"|253414427|160444606
53|53|87|89|117|165|"Wet"|253414427|160444603
89|117|165|203|203|203|"Moist"|253414422|160444578
20|25|42|53|53|87|"Moist"|253414422|160444579
5|9|25|20|25|42|"Moist"|253414422|160444580
0|0|0|5|9|25|"Moist"|253414422|160444581
53|53|87|89|117|165|"Wet"|253414422|160444577
100|130|152|203|203|203|"Moist"|253414441|160444676
9|20|51|47|117|148|"Moist"|253414441|160444675
47|117|148|100|130|152|"Moist"|253414441|160444674
3|8|18|9|20|51|"Moist"|253414441|160444673
0|0|0|3|8|18|"Moist"|253414441|160444672
47|117|148|100|130|152|"Moist"|253414442|160444677
3|8|18|9|20|51|"Moist"|253414442|160444678
9|20|51|47|117|148|"Moist"|253414442|160444679
0|0|0|3|8|18|"Moist"|253414442|160444680
100|130|152|203|203|203|"Moist"|253414442|160444681
3|8|18|9|20|51|"Moist"|253414444|160444687
9|20|51|47|117|148|"Moist"|253414444|160444688
47|117|148|100|130|152|"Moist"|253414444|160444689
100|130|152|203|203|203|"Moist"|253414444|160444690
0|0|0|3|8|18|"Moist"|253414444|160444691
9|20|51|47|117|148|"Moist"|253414440|160444667
3|8|18|9|20|51|"Moist"|253414440|160444668
100|130|152|203|203|203|"Moist"|253414440|160444669
47|117|148|100|130|152|"Moist"|253414440|160444670
0|0|0|3|8|18|"Moist"|253414440|160444671
100|130|152|203|203|203|"Moist"|253414436|160444651
3|8|18|9|20|51|"Moist"|253414436|160444650
47|117|148|100|130|152|"Moist"|253414436|160444649
9|20|51|47|117|148|"Moist"|253414436|160444648
0|0|0|3|8|18|"Moist"|253414436|160444647
47|117|148|100|130|152|"Moist"|253414434|160444637
3|8|18|9|20|51|"Moist"|253414434|160444638
100|130|152|203|203|203|"Moist"|253414434|160444639
9|20|51|47|117|148|"Moist"|253414434|160444640
0|0|0|3|8|18|"Moist"|253414434|160444641
100|130|152|203|203|203|"Moist"|253414437|160444652
47|117|148|100|130|152|"Moist"|253414437|160444653
0|0|0|3|8|18|"Moist"|253414437|160444654
3|8|18|9|20|51|"Moist"|253414437|160444655
9|20|51|47|117|148|"Moist"|253414437|160444656
9|20|51|47|117|148|"Moist"|253414435|160444642
0|0|0|3|8|18|"Moist"|253414435|160444643
3|8|18|9|20|51|"Moist"|253414435|160444644
47|117|148|100|130|152|"Moist"|253414435|160444645
100|130|152|203|203|203|"Moist"|253414435|160444646
47|117|148|100|130|152|"Moist"|253414438|160444657
3|8|18|9|20|51|"Moist"|253414438|160444658
100|130|152|203|203|203|"Moist"|253414438|160444659
9|20|51|47|117|148|"Moist"|253414438|160444660
0|0|0|3|8|18|"Moist"|253414438|160444661
3|8|18|9|20|51|"Moist"|253414443|160444682
100|130|152|203|203|203|"Moist"|253414443|160444683
47|117|148|100|130|152|"Moist"|253414443|160444684
9|20|51|47|117|148|"Moist"|253414443|160444685
0|0|0|3|8|18|"Moist"|253414443|160444686
100|130|152|203|203|203|"Moist"|253414439|160444662
47|117|148|100|130|152|"Moist"|253414439|160444663
0|0|0|3|8|18|"Moist"|253414439|160444664
9|20|51|47|117|148|"Moist"|253414439|160444665
3|8|18|9|20|51|"Moist"|253414439|160444666
47|117|148|100|130|152|"Moist"|253414433|160444632
100|130|152|203|203|203|"Moist"|253414433|160444633
0|0|0|3|8|18|"Moist"|253414433|160444634
3|8|18|9|20|51|"Moist"|253414433|160444635
9|20|51|47|117|148|"Moist"|253414433|160444636
7|10|16|24|31|41|"Moist"|253414450|160444722
66|85|91|146|152|185|"Moist"|253414450|160444723
0|0|0|7|10|16|"Moist"|253414450|160444724
24|31|41|39|49|56|"Moist"|253414450|160444726
146|152|185|203|203|203|"Moist"|253414450|160444727
39|49|56|66|85|91|"Wet"|253414450|160444725
0|0|0|7|10|16|"Moist"|253414445|160444692
24|31|41|39|49|56|"Moist"|253414445|160444693
39|49|56|66|85|91|"Moist"|253414445|160444694
146|152|185|203|203|203|"Moist"|253414445|160444695
66|85|91|146|152|185|"Moist"|253414445|160444696
7|10|16|24|31|41|"Moist"|253414445|160444697
66|85|91|146|152|185|"Moist"|253414456|160444760
7|10|16|24|31|41|"Moist"|253414456|160444761
0|0|0|7|10|16|"Moist"|253414456|160444762
24|31|41|39|49|56|"Moist"|253414456|160444763
146|152|185|203|203|203|"Moist"|253414456|160444758
39|49|56|66|85|91|"Wet"|253414456|160444759
24|31|41|39|49|56|"Moist"|253414447|160444704
0|0|0|7|10|16|"Moist"|253414447|160444705
146|152|185|203|203|203|"Moist"|253414447|160444706
66|85|91|146|152|185|"Moist"|253414447|160444708
7|10|16|24|31|41|"Moist"|253414447|160444709
39|49|56|66|85|91|"Wet"|253414447|160444707
0|0|0|7|10|16|"Moist"|253414455|160444757
66|85|91|146|152|185|"Moist"|253414455|160444756
7|10|16|24|31|41|"Moist"|253414455|160444755
146|152|185|203|203|203|"Moist"|253414455|160444753
24|31|41|39|49|56|"Moist"|253414455|160444752
39|49|56|66|85|91|"Wet"|253414455|160444754
146|152|185|203|203|203|"Moist"|253414452|160444739
66|85|91|146|152|185|"Moist"|253414452|160444734
7|10|16|24|31|41|"Moist"|253414452|160444735
0|0|0|7|10|16|"Moist"|253414452|160444736
24|31|41|39|49|56|"Moist"|253414452|160444737
39|49|56|66|85|91|"Wet"|253414452|160444738
24|31|41|39|49|56|"Moist"|253414453|160444740
0|0|0|7|10|16|"Moist"|253414453|160444741
146|152|185|203|203|203|"Moist"|253414453|160444742
39|49|56|66|85|91|"Moist"|253414453|160444743
66|85|91|146|152|185|"Moist"|253414453|160444744
7|10|16|24|31|41|"Moist"|253414453|160444745
39|49|56|66|85|91|"Moist"|253414448|160444710
146|152|185|203|203|203|"Moist"|253414448|160444711
66|85|91|146|152|185|"Moist"|253414448|160444712
7|10|16|24|31|41|"Moist"|253414448|160444713
0|0|0|7|10|16|"Moist"|253414448|160444714
24|31|41|39|49|56|"Moist"|253414448|160444715
39|49|56|66|85|91|"Moist"|253414454|160444746
146|152|185|203|203|203|"Moist"|253414454|160444747
66|85|91|146|152|185|"Moist"|253414454|160444748
7|10|16|24|31|41|"Moist"|253414454|160444749
0|0|0|7|10|16|"Moist"|253414454|160444750
24|31|41|39|49|56|"Moist"|253414454|160444751
24|31|41|39|49|56|"Moist"|253414451|160444733
0|0|0|7|10|16|"Moist"|253414451|160444732
7|10|16|24|31|41|"Moist"|253414451|160444731
66|85|91|146|152|185|"Moist"|253414451|160444730
146|152|185|203|203|203|"Moist"|253414451|160444729
39|49|56|66|85|91|"Moist"|253414451|160444728
146|152|185|203|203|203|"Moist"|253414446|160444702
24|31|41|39|49|56|"Moist"|253414446|160444701
0|0|0|7|10|16|"Moist"|253414446|160444700
66|85|91|146|152|185|"Moist"|253414446|160444699
7|10|16|24|31|41|"Moist"|253414446|160444698
39|49|56|66|85|91|"Wet"|253414446|160444703
146|152|185|203|203|203|"Moist"|253414449|160444717
7|10|16|24|31|41|"Moist"|253414449|160444718
66|85|91|146|152|185|"Moist"|253414449|160444719
24|31|41|39|49|56|"Moist"|253414449|160444720
0|0|0|7|10|16|"Moist"|253414449|160444721
39|49|56|66|85|91|"Wet"|253414449|160444716
93|109|112|203|203|203|"Moist"|253409813|160441051
0|0|0|15|23|25|"Moist"|253409813|160441052
15|23|25|58|58|100|"Moist"|253409813|160441053
58|58|100|93|109|112|"Moist"|253409813|160441054
93|109|112|203|203|203|"Moist"|253409816|160441063
0|0|0|15|23|25|"Moist"|253409816|160441064
15|23|25|58|58|100|"Moist"|253409816|160441065
58|58|100|93|109|112|"Moist"|253409816|160441066
93|109|112|203|203|203|"Moist"|253409823|160441091
0|0|0|15|23|25|"Moist"|253409823|160441092
15|23|25|58|58|100|"Moist"|253409823|160441093
58|58|100|93|109|112|"Moist"|253409823|160441094
93|109|112|203|203|203|"Moist"|253409819|160441075
0|0|0|15|23|25|"Moist"|253409819|160441076
15|23|25|58|58|100|"Moist"|253409819|160441077
58|58|100|93|109|112|"Moist"|253409819|160441078
93|109|112|203|203|203|"Moist"|253409815|160441062
58|58|100|93|109|112|"Moist"|253409815|160441061
15|23|25|58|58|100|"Moist"|253409815|160441060
0|0|0|15|23|25|"Moist"|253409815|160441059
0|0|0|15|23|25|"Moist"|253409821|160441083
15|23|25|58|58|100|"Moist"|253409821|160441084
58|58|100|93|109|112|"Moist"|253409821|160441085
93|109|112|203|203|203|"Moist"|253409821|160441086
58|58|100|93|109|112|"Moist"|253409822|160441090
15|23|25|58|58|100|"Moist"|253409822|160441089
0|0|0|15|23|25|"Moist"|253409822|160441088
93|109|112|203|203|203|"Moist"|253409822|160441087
58|58|100|93|109|112|"Moist"|253409818|160441071
93|109|112|203|203|203|"Moist"|253409818|160441072
0|0|0|15|23|25|"Moist"|253409818|160441073
15|23|25|58|58|100|"Moist"|253409818|160441074
58|58|100|93|109|112|"Moist"|253409814|160441055
93|109|112|203|203|203|"Moist"|253409814|160441056
0|0|0|15|23|25|"Moist"|253409814|160441057
15|23|25|58|58|100|"Moist"|253409814|160441058
93|109|112|203|203|203|"Moist"|253409824|160441095
0|0|0|15|23|25|"Moist"|253409824|160441096
15|23|25|58|58|100|"Moist"|253409824|160441097
58|58|100|93|109|112|"Moist"|253409824|160441098
93|109|112|203|203|203|"Moist"|253409817|160441067
0|0|0|15|23|25|"Moist"|253409817|160441068
15|23|25|58|58|100|"Moist"|253409817|160441069
58|58|100|93|109|112|"Moist"|253409817|160441070
93|109|112|203|203|203|"Moist"|253409820|160441079
0|0|0|15|23|25|"Moist"|253409820|160441080
15|23|25|58|58|100|"Moist"|253409820|160441081
58|58|100|93|109|112|"Moist"|253409820|160441082
53|53|69|104|110|135|"Moist"|253416537|160447101
104|110|135|203|203|203|"Moist"|253416537|160447102
0|0|0|53|53|69|"Moist"|253416537|160447103
53|53|69|104|110|135|"Moist"|253416533|160447091
0|0|0|53|53|69|"Moist"|253416533|160447090
104|110|135|203|203|203|"Moist"|253416533|160447089
53|53|69|104|110|135|"Moist"|253416543|160447119
104|110|135|203|203|203|"Moist"|253416543|160447120
0|0|0|53|53|69|"Moist"|253416543|160447121
104|110|135|203|203|203|"Moist"|253416534|160447092
0|0|0|53|53|69|"Moist"|253416534|160447093
53|53|69|104|110|135|"Moist"|253416534|160447094
53|53|69|104|110|135|"Moist"|253416535|160447095
104|110|135|203|203|203|"Moist"|253416535|160447096
0|0|0|53|53|69|"Moist"|253416535|160447097
104|110|135|203|203|203|"Moist"|253416544|160447122
0|0|0|53|53|69|"Moist"|253416544|160447123
53|53|69|104|110|135|"Moist"|253416544|160447124
104|110|135|203|203|203|"Moist"|253416542|160447118
53|53|69|104|110|135|"Moist"|253416542|160447117
0|0|0|53|53|69|"Moist"|253416542|160447116
53|53|69|104|110|135|"Moist"|253416541|160447113
104|110|135|203|203|203|"Moist"|253416541|160447114
0|0|0|53|53|69|"Moist"|253416541|160447115
0|0|0|53|53|69|"Moist"|253416536|160447098
53|53|69|104|110|135|"Moist"|253416536|160447099
104|110|135|203|203|203|"Moist"|253416536|160447100
0|0|0|53|53|69|"Moist"|253416540|160447110
53|53|69|104|110|135|"Moist"|253416540|160447111
104|110|135|203|203|203|"Moist"|253416540|160447112
53|53|69|104|110|135|"Moist"|253416538|160447104
