"fragvol_l"|"fragvol_r"|"fragvol_h"|"fragkind"|"fragsize_l"|"fragsize_r"|"fragsize_h"|"fragshp"|"fraground"|"fraghard"|"chkey"|"chfragskey"
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052214|124168901
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052223|124168916
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052223|124168917
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052219|124168908
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052219|124168909
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052222|124168914
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052222|124168915
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052221|124168912
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052221|124168913
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052220|124168910
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052220|124168911
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052217|124168904
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052217|124168905
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052218|124168906
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052218|124168907
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051688|124168044
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051688|124168045
0|0|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051690|124168047
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051686|124168040
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051686|124168041
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051687|124168042
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051687|124168043
0|0|11|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051689|124168046
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051850|124168266
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051850|124168267
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051848|124168262
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051848|124168263
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051852|124168270
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051852|124168271
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051851|124168268
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051851|124168269
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051849|124168264
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051849|124168265
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051847|124168260
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051847|124168261
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051846|124168258
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051846|124168259
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052227|124168924
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052227|124168925
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052224|124168918
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052224|124168919
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052225|124168920
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052225|124168921
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052228|124168926
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052228|124168927
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052226|124168922
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052226|124168923
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052233|124168928
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052233|124168929
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052234|124168930
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052234|124168931
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052235|124168932
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052235|124168933
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052237|124168936
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052237|124168937
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052238|124168938
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052238|124168939
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052236|124168934
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052236|124168935
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052165|124168832
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052165|124168833
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052163|124168828
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052163|124168829
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052167|124168835
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052166|124168834
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052164|124168830
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052164|124168831
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052162|124168826
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052162|124168827
0|0|11|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052171|124168842
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052170|124168840
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052170|124168841
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052169|124168838
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052169|124168839
0|0|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052172|124168843
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052168|124168836
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052168|124168837
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052177|124168844
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052177|124168845
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052181|124168852
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052181|124168853
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052179|124168848
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052179|124168849
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052178|124168846
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052178|124168847
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052183|124168856
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052183|124168857
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052180|124168850
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052180|124168851
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052184|124168858
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052184|124168859
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052182|124168854
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052182|124168855
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052199|124168884
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052199|124168885
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052197|124168880
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052197|124168881
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052201|124168887
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052196|124168878
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052196|124168879
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052198|124168882
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052198|124168883
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052200|124168886
0|0|11|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052205|124168894
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052204|124168892
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052204|124168893
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052202|124168888
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052202|124168889
0|0|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052206|124168895
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052203|124168890
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052203|124168891
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052212|124168896
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052212|124168897
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052144|124168790
0|4|5|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052144|124168791
0|1|2|"Ironstone nodules"|20|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052144|124168792
0|0|2|"Ironstone nodules"|20|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052140|124168787
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052140|124168788
0|0|5|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052140|124168789
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052139|124168784
0|0|5|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052139|124168785
0|0|2|"Ironstone nodules"|20|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052139|124168786
0|0|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052145|124168793
0|0|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052145|124168794
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052147|124168796
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052148|124168797
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052146|124168795
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051657|124167985
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051657|124167986
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051658|124167987
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051658|124167988
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051659|124167989
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051659|124167990
